transcript	PFAM_domain	start	end
AT1G02720.1	PF01501	82	338
AT1G02720.2	PF01501	82	338
AT1G69630.1	PF00646	20	56
AT1G69630.1	PF08387	378	419
AT1G69650.1	PF00917	163	283
AT1G69660.1	PF00917	102	221
AT1G47290.1	PF01073	13	288
AT1G47290.2	PF01073	13	288
AT1G47300.1	PF00646	5	42
AT1G47380.1	PF00481	57	262
AT1G47390.1	PF00646	6	41
AT1G47390.1	PF07734	192	354
AT1G34050.1	PF12796	179	240
AT1G34050.1	PF12796	47	113
AT1G34050.1	PF12796	87	150
AT1G34050.1	PF13962	391	498
AT1G34070.1	PF14223	65	201
AT1G34130.1	PF02516	45	521
AT1G34160.1	PF01535	177	206
AT1G34160.1	PF01535	147	173
AT1G34160.1	PF01535	245	266
AT1G34160.1	PF01535	71	96
AT1G34160.1	PF01535	346	369
AT1G34160.1	PF13041	271	318
AT1G34160.1	PF14432	486	581
AT1G34160.1	PF20431	388	450
AT1G34170.1	PF02309	473	544
AT1G34170.2	PF02309	473	544
AT1G34170.1	PF02362	124	227
AT1G34170.2	PF02362	124	227
AT1G34170.1	PF06507	253	331
AT1G34170.2	PF06507	253	331
AT1G73325.1	PF00197	32	202
AT1G73360.1	PF00046	33	88
AT1G73360.1	PF01852	237	457
AT1G73370.1	PF00534	570	732
AT1G73370.3	PF00534	570	732
AT1G73370.1	PF00862	12	559
AT1G73370.3	PF00862	12	559
AT1G73380.1	PF07000	266	432
AT1G73390.1	PF03097	112	332
AT1G73390.2	PF03097	112	332
AT1G73390.3	PF03097	112	332
AT1G73390.5	PF03097	112	332
AT1G73390.6	PF03097	112	332
AT1G73390.7	PF03097	112	332
AT1G73400.1	PF12854	371	403
AT1G73400.1	PF13041	409	456
AT1G73400.1	PF13041	444	492
AT1G73400.1	PF13041	266	315
AT1G73400.1	PF13041	232	280
AT1G73410.1	PF00249	6	52
AT1G73410.1	PF00249	58	101
AT1G73500.1	PF00069	48	306
AT1G73530.1	PF00076	79	148
AT1G13450.1	PF13837	86	169
AT1G13450.2	PF13837	86	169
AT1G13450.3	PF13837	86	169
AT1G13440.1	PF00044	6	109
AT1G13440.1	PF02800	161	318
AT1G13430.1	PF00685	71	348
AT1G13420.1	PF00685	71	328
AT1G13380.1	PF06749	62	153
AT1G13370.1	PF00125	1	132
AT1G13350.1	PF00069	443	758
AT1G13340.1	PF03398	19	182
AT1G13330.1	PF07106	7	68
AT1G13330.1	PF18517	149	206
AT1G13310.1	PF03097	54	361
AT1G16560.1	PF04080	66	326
AT1G16560.2	PF04080	66	326
AT1G16560.3	PF04080	66	326
AT1G16560.5	PF04080	66	326
AT1G16560.6	PF04080	66	326
AT1G16560.7	PF04080	66	326
AT1G16560.8	PF04080	66	326
AT1G16560.9	PF04080	66	326
AT1G16640.1	PF02362	9	97
AT1G16690.1	PF10513	40	141
AT1G16700.1	PF12838	122	176
AT1G49560.1	PF00249	194	245
AT1G49570.1	PF00141	65	314
AT1G49580.1	PF00069	152	412
AT1G49640.1	PF07859	77	293
AT1G49650.1	PF07859	131	352
AT1G49660.1	PF07859	75	297
AT1G49670.1	PF00106	9	209
AT1G49670.1	PF00107	439	573
AT1G49670.1	PF08240	316	379
AT1G49710.1	PF00852	222	387
AT1G49730.1	PF00069	331	595
AT1G49730.2	PF00069	331	595
AT1G49730.3	PF00069	331	595
AT1G49730.4	PF00069	331	595
AT1G49730.1	PF19160	25	164
AT1G49730.2	PF19160	25	164
AT1G49730.3	PF19160	25	164
AT1G49730.4	PF19160	25	164
AT1G49760.1	PF00076	226	294
AT1G49760.2	PF00076	226	294
AT1G49760.1	PF00076	329	395
AT1G49760.2	PF00076	329	395
AT1G49760.1	PF00076	135	203
AT1G49760.2	PF00076	135	203
AT1G49760.1	PF00076	47	117
AT1G49760.2	PF00076	47	117
AT1G49760.1	PF00658	581	645
AT1G49760.2	PF00658	581	645
AT1G49770.1	PF00010	77	120
AT1G49780.1	PF04564	14	85
AT1G56540.1	PF00931	192	428
AT1G56540.1	PF01582	15	188
AT1G56540.1	PF07725	604	623
AT1G56550.1	PF03407	110	330
AT1G56560.1	PF12899	135	574
AT1G56570.1	PF01535	381	411
AT1G56570.2	PF01535	381	411
AT1G56570.1	PF01535	251	278
AT1G56570.2	PF01535	251	278
AT1G56570.1	PF01535	179	205
AT1G56570.2	PF01535	179	205
AT1G56570.1	PF01535	352	377
AT1G56570.2	PF01535	352	377
AT1G56570.1	PF01535	417	443
AT1G56570.2	PF01535	417	443
AT1G56570.1	PF12854	446	477
AT1G56570.2	PF12854	446	477
AT1G56570.1	PF13041	74	121
AT1G56570.2	PF13041	74	121
AT1G56570.1	PF20431	502	558
AT1G56570.2	PF20431	502	558
AT1G56580.1	PF04398	26	138
AT1G56600.1	PF01501	26	268
AT1G56670.1	PF00657	41	354
AT1G56680.1	PF00182	87	227
AT1G56690.1	PF01535	50	79
AT1G56690.1	PF01535	176	203
AT1G56690.1	PF01535	111	140
AT1G56690.1	PF01535	204	232
AT1G56690.1	PF01535	80	110
AT1G56690.1	PF01535	298	327
AT1G56690.1	PF01535	235	262
AT1G56690.1	PF01535	142	170
AT1G56690.1	PF01535	267	294
AT1G56690.1	PF01535	471	494
AT1G56690.1	PF13041	395	442
AT1G56690.1	PF14432	612	704
AT1G56690.1	PF20431	513	575
AT1G56700.1	PF01470	11	195
AT1G56700.2	PF01470	11	195
AT1G56700.4	PF01470	11	195
AT1G56710.1	PF00295	84	399
AT1G67600.1	PF02681	17	150
AT1G67623.1	PF00646	24	64
AT1G67650.1	PF08492	539	595
AT1G67660.3	PF09588	99	238
AT1G67680.1	PF08492	556	609
AT1G67680.1	PF17004	36	165
AT1G67710.1	PF00072	13	120
AT1G67710.1	PF00249	195	246
AT1G67750.1	PF00544	141	325
AT1G67770.1	PF00076	185	249
AT1G67770.1	PF04059	336	448
AT1G67790.1	PF14576	11	288
AT1G67790.1	PF14577	451	664
AT1G67810.1	PF02657	83	203
AT1G67820.1	PF00481	120	345
AT1G67830.1	PF00657	31	361
AT1G29750.1	PF07714	684	952
AT1G29750.2	PF07714	684	952
AT1G29750.1	PF11721	417	604
AT1G29750.2	PF11721	417	604
AT1G29770.1	PF03031	104	266
AT1G29830.1	PF01544	335	471
AT1G29850.1	PF01984	9	123
AT1G29870.1	PF00587	235	317
AT1G29890.1	PF07779	102	517
AT1G29890.2	PF07779	102	517
AT1G29890.3	PF07779	102	517
AT1G19700.1	PF05920	369	408
AT1G19700.2	PF05920	369	408
AT1G19700.3	PF05920	369	408
AT1G19700.4	PF05920	369	408
AT1G19700.5	PF05920	369	408
AT1G19700.1	PF07526	166	298
AT1G19700.2	PF07526	166	298
AT1G19700.3	PF07526	166	298
AT1G19700.4	PF07526	166	298
AT1G19700.5	PF07526	166	298
AT1G19720.1	PF01535	147	177
AT1G19720.1	PF01535	121	145
AT1G19720.1	PF01535	664	687
AT1G19720.1	PF13041	245	292
AT1G19720.1	PF13041	488	535
AT1G19720.1	PF13041	416	455
AT1G19720.1	PF13041	588	632
AT1G19720.1	PF13041	451	483
AT1G19720.1	PF13041	316	360
AT1G19720.1	PF14432	812	894
AT1G19740.1	PF02190	71	257
AT1G19770.1	PF16913	48	390
AT1G19780.1	PF00027	529	619
AT1G19780.1	PF00520	107	435
AT1G19790.1	PF05142	116	271
AT1G19790.2	PF05142	116	271
AT1G19830.1	PF02519	20	110
AT1G19840.1	PF02519	16	103
AT1G19870.1	PF00612	218	234
AT1G19870.1	PF00612	238	255
AT1G19870.1	PF13178	720	784
AT1G19890.1	PF00125	1	133
AT1G19940.1	PF00759	49	502
AT1G19940.2	PF00759	49	502
AT1G28570.1	PF00657	35	359
AT1G28570.2	PF00657	35	359
AT1G28580.1	PF00657	38	362
AT1G28580.2	PF00657	38	362
AT1G28710.1	PF03407	105	302
AT1G28710.3	PF03407	105	302
AT1G28710.4	PF03407	105	302
AT1G24735.3	PF01596	8	194
AT1G24807.1	PF00117	23	223
AT5G62810.1	PF04695	54	98
AT3G43150.1	PF11690	24	133
AT5G13550.1	PF00916	95	468
AT5G13550.1	PF01740	519	638
AT5G13530.1	PF00069	170	424
AT5G13530.1	PF12796	704	789
AT5G13530.1	PF12796	489	572
AT5G13530.1	PF13637	582	631
AT5G13530.1	PF14634	10	57
AT5G13530.1	PF18346	1369	1490
AT5G13530.1	PF18346	866	984
AT5G13530.1	PF18346	1498	1617
AT5G13530.1	PF18346	1242	1363
AT5G13530.1	PF18346	990	1110
AT5G13530.1	PF18346	1116	1234
AT5G13520.1	PF01433	257	443
AT5G13520.1	PF09127	499	612
AT5G13520.1	PF17900	19	168
AT5G13510.1	PF00466	45	135
AT5G11110.1	PF00534	474	647
AT5G11110.1	PF00862	176	439
AT5G11110.1	PF05116	780	983
AT5G11080.1	PF00240	13	81
AT5G11050.1	PF13921	108	168
AT5G11050.1	PF13921	160	220
AT5G11040.1	PF08626	329	739
AT5G11040.1	PF08626	12	196
AT5G11040.1	PF08626	203	268
AT5G09510.1	PF00203	50	135
AT5G09500.1	PF00203	48	133
AT5G09490.1	PF00203	50	135
AT5G09470.1	PF00153	146	237
AT5G09470.1	PF00153	249	333
AT5G09470.1	PF00153	4	138
AT5G09440.1	PF04674	32	277
AT5G09410.1	PF00612	846	865
AT5G09410.2	PF00612	846	865
AT5G09410.1	PF00612	823	841
AT5G09410.2	PF00612	823	841
AT5G09410.1	PF01833	412	486
AT5G09410.2	PF01833	412	486
AT5G09410.1	PF03859	24	137
AT5G09410.2	PF03859	24	137
AT5G09410.1	PF12796	594	672
AT5G09410.2	PF12796	594	672
AT5G09400.1	PF02705	108	681
AT5G09380.2	PF05132	180	262
AT5G09370.1	PF14368	20	105
AT5G09370.2	PF14368	20	105
AT5G09360.1	PF00394	169	319
AT5G09360.1	PF07731	421	551
AT5G09360.1	PF07732	42	155
AT5G09340.1	PF00240	6	73
AT5G09330.1	PF02365	8	133
AT5G09330.2	PF02365	8	133
AT5G09330.3	PF02365	8	133
AT5G09330.4	PF02365	8	133
AT5G09330.5	PF02365	8	133
AT5G09310.1	PF10251	49	137
AT5G09280.1	PF00544	78	238
AT5G09260.1	PF03357	17	195
AT5G09240.1	PF02229	43	96
AT5G13180.1	PF02365	15	138
AT5G13170.1	PF03083	135	218
AT5G13170.1	PF03083	13	98
AT5G13150.1	PF03081	274	640
AT5G13140.1	PF01190	41	141
AT5G13110.1	PF00479	114	292
AT5G13110.1	PF02781	295	589
AT5G13080.1	PF03106	67	124
AT5G13070.1	PF04707	17	178
AT5G65780.1	PF01063	133	371
AT4G36040.1	PF00226	66	130
AT3G53500.1	PF00098	100	115
AT3G53500.2	PF00098	100	115
AT3G53500.3	PF00098	100	115
AT3G53500.1	PF00098	121	138
AT3G53500.2	PF00098	121	138
AT3G53500.3	PF00098	121	138
AT3G53500.1	PF00076	13	74
AT3G53500.2	PF00076	13	74
AT3G53500.3	PF00076	13	74
AT3G44920.1	PF00999	45	438
AT3G44910.1	PF00999	45	439
AT3G44900.1	PF00999	60	467
AT3G44880.1	PF00355	87	170
AT3G44880.1	PF08417	296	390
AT3G44870.1	PF03492	46	344
AT3G44860.1	PF03492	46	347
AT3G44850.1	PF00069	317	481
AT3G44850.1	PF00069	45	185
AT3G44840.1	PF03492	45	347
AT3G44830.1	PF02450	117	625
AT3G44820.1	PF00651	23	130
AT3G44820.1	PF03000	211	485
AT3G43590.1	PF00098	326	342
AT3G43590.1	PF00098	358	373
AT3G43590.1	PF00098	210	224
AT3G43590.1	PF00098	167	182
AT3G43570.1	PF00657	32	309
AT5G04210.1	PF00076	79	147
AT5G04200.1	PF00656	9	318
AT5G04180.1	PF00194	35	258
AT5G04170.1	PF13202	188	209
AT5G04170.1	PF13202	258	276
AT5G04160.1	PF03151	12	301
AT5G04150.1	PF00010	66	115
AT1G67390.1	PF00646	43	79
AT1G67360.1	PF05755	8	207
AT1G67360.2	PF05755	8	207
AT1G67350.1	PF17250	1	85
AT1G67350.2	PF17250	1	85
AT1G67340.1	PF01753	306	346
AT1G67330.1	PF04669	86	274
AT1G67310.1	PF00612	880	899
AT1G67310.1	PF00612	857	875
AT1G67310.1	PF01833	447	530
AT1G67310.1	PF03859	44	157
AT1G67310.1	PF12796	668	740
AT1G67300.1	PF00083	55	486
AT1G67300.3	PF00083	55	486
AT1G67290.1	PF07250	110	353
AT1G67290.1	PF09118	508	614
AT1G67260.1	PF03634	87	234
AT1G67220.1	PF00569	1096	1129
AT1G67220.1	PF00628	722	763
AT1G67220.1	PF02135	1283	1356
AT1G67220.1	PF08214	821	1033
AT1G30900.1	PF02225	64	161
AT1G30910.1	PF03473	172	304
AT1G30910.1	PF03476	19	146
AT1G30990.1	PF00407	2	150
AT1G31000.1	PF00646	23	56
AT1G31000.1	PF08268	192	314
AT1G24650.1	PF00069	548	821
AT1G24650.1	PF08263	327	361
AT1G24650.1	PF08263	22	51
AT1G24650.1	PF13855	384	424
AT1G24620.1	PF13499	109	171
AT1G24620.1	PF13499	37	96
AT1G24610.1	PF00856	60	282
AT1G24610.1	PF09273	330	452
AT1G24590.1	PF00847	57	106
AT1G24580.1	PF13639	84	128
AT1G24540.1	PF00067	42	506
AT1G24530.1	PF00400	273	307
AT1G24530.1	PF00400	322	351
AT1G24530.1	PF00400	227	261
AT1G24530.1	PF00400	360	402
AT1G24530.1	PF00400	193	220
AT1G24490.1	PF02096	124	338
AT1G24480.1	PF08241	101	179
AT1G24470.1	PF00106	54	246
AT1G24440.1	PF13639	153	193
AT1G24430.1	PF02458	4	420
AT1G24420.1	PF02458	4	424
AT1G24420.2	PF02458	4	424
AT1G24380.1	PF14303	67	220
AT1G24350.5	PF02681	21	146
AT5G17340.1	PF05617	84	147
AT5G35160.2	PF02990	55	611
AT5G35160.3	PF02990	55	611
AT5G35160.4	PF02990	55	611
AT5G52520.1	PF00587	160	329
AT5G52520.1	PF03129	348	450
AT5G52520.1	PF09180	477	543
AT5G52510.1	PF03514	266	640
AT3G29020.1	PF00249	65	111
AT3G29020.1	PF00249	117	161
AT1G12430.1	PF00225	76	412
AT1G12430.1	PF00514	692	730
AT1G02420.1	PF01535	392	417
AT1G02420.1	PF01535	426	451
AT1G02420.1	PF13041	244	291
AT1G02420.1	PF13041	314	360
AT1G02420.1	PF13041	279	327
AT1G02420.1	PF13041	227	254
AT1G02400.1	PF03171	177	279
AT1G02400.1	PF14226	25	93
AT1G02390.1	PF01553	323	418
AT1G02370.1	PF01535	173	202
AT1G02370.1	PF01535	210	238
AT1G02370.1	PF01535	280	307
AT1G02370.1	PF01535	243	270
AT1G02370.1	PF01535	350	377
AT1G02360.1	PF00182	34	265
AT1G02335.1	PF00190	63	208
AT1G02310.1	PF00150	40	326
AT1G55010.1	PF00304	31	80
AT1G55000.1	PF01476	78	119
AT1G55000.2	PF01476	78	119
AT1G55000.3	PF01476	78	119
AT1G54990.1	PF00561	119	283
AT1G54980.1	PF04043	31	142
AT1G54970.1	PF01190	214	301
AT1G54960.1	PF00069	69	330
AT1G54960.2	PF00069	69	330
AT1G54940.1	PF01501	388	473
AT1G54930.1	PF00098	6	20
AT1G54930.1	PF06839	39	76
AT1G54890.1	PF06830	255	311
AT1G54870.1	PF13561	47	283
AT1G16810.1	PF08555	3	105
AT1G16810.2	PF08555	3	105
AT1G16810.3	PF08555	3	105
AT1G16890.1	PF00179	9	145
AT1G16890.2	PF00179	9	145
AT1G16900.1	PF03901	50	451
AT1G16910.1	PF04852	16	135
AT1G16930.1	PF00646	17	52
AT1G16930.2	PF00646	17	52
AT1G16930.3	PF00646	17	52
AT1G16930.1	PF07723	163	188
AT1G16930.2	PF07723	163	188
AT1G16930.3	PF07723	163	188
AT1G16930.1	PF07723	56	73
AT1G16930.2	PF07723	56	73
AT1G16930.3	PF07723	56	73
AT1G16930.1	PF08387	366	423
AT1G16930.2	PF08387	366	423
AT1G16930.3	PF08387	366	423
AT1G16940.1	PF08387	341	383
AT1G16940.1	PF12937	13	47
AT1G16960.1	PF16455	14	111
AT1G16980.1	PF00982	13	478
AT1G16980.1	PF02358	528	734
AT1G17750.1	PF00069	797	1071
AT1G17750.1	PF00560	125	147
AT1G17750.1	PF08263	28	72
AT1G17750.1	PF13855	484	543
AT1G17750.1	PF13855	293	352
AT1G17710.1	PF06888	7	239
AT1G17710.2	PF06888	7	239
AT1G17700.1	PF03208	32	172
AT1G13610.1	PF12146	71	177
AT1G13570.1	PF00646	8	40
AT1G13570.3	PF00646	8	40
AT1G13570.1	PF07723	157	180
AT1G13570.3	PF07723	157	180
AT1G13570.1	PF08387	347	382
AT1G13570.3	PF08387	347	382
AT1G13490.2	PF05431	208	372
AT1G13490.2	PF06880	23	119
AT1G18530.1	PF13499	81	143
AT1G18530.1	PF13499	7	65
AT1G18540.1	PF01159	126	233
AT1G18540.1	PF03868	4	61
AT1G18590.1	PF00685	79	340
AT1G18600.1	PF01694	170	329
AT1G18610.1	PF01344	77	116
AT1G18610.2	PF01344	77	116
AT1G18610.1	PF13415	137	190
AT1G18610.2	PF13415	137	190
AT1G18610.1	PF13418	234	283
AT1G18610.2	PF13418	234	283
AT1G18610.1	PF13418	25	75
AT1G18610.2	PF13418	25	75
AT1G18620.1	PF14309	780	955
AT1G18620.3	PF14309	780	955
AT1G18620.4	PF14309	780	955
AT1G18620.1	PF14383	271	292
AT1G18620.3	PF14383	271	292
AT1G18620.4	PF14383	271	292
AT1G18630.1	PF00076	38	107
AT1G18650.1	PF07983	20	91
AT1G28130.1	PF03321	17	579
AT1G28130.2	PF03321	17	579
AT1G28140.1	PF10063	121	259
AT1G28160.1	PF00847	38	87
AT1G28170.1	PF00685	62	322
AT1G28190.1	PF14009	38	213
AT1G28220.1	PF16913	5	326
AT1G28230.1	PF16913	5	334
AT1G28240.1	PF04765	195	508
AT1G28260.1	PF10373	164	469
AT1G28260.2	PF10373	164	469
AT1G28260.1	PF10374	66	152
AT1G28260.2	PF10374	66	152
AT1G28270.1	PF05498	45	107
AT1G28290.1	PF01190	232	318
AT1G28290.2	PF01190	232	318
AT1G28310.1	PF02701	26	81
AT1G51880.1	PF07714	568	834
AT1G51880.1	PF12819	32	354
AT1G51830.1	PF00069	389	652
AT1G51830.1	PF12819	9	157
AT1G51830.1	PF13855	217	273
AT1G51810.1	PF00069	580	843
AT1G51810.1	PF12819	29	348
AT1G51810.1	PF13855	407	464
AT1G26380.1	PF01565	79	214
AT1G26380.1	PF08031	466	523
AT1G26390.1	PF01565	79	213
AT1G26390.1	PF08031	468	525
AT1G26400.1	PF01565	79	213
AT1G26400.1	PF08031	468	521
AT1G26410.1	PF01565	103	237
AT1G26410.1	PF08031	490	547
AT1G26420.1	PF01565	79	213
AT1G26420.1	PF08031	466	523
AT1G26450.1	PF07983	21	89
AT1G26460.1	PF13041	503	549
AT1G26460.1	PF13812	152	201
AT1G26500.1	PF12854	211	241
AT1G26500.1	PF13041	289	331
AT1G26500.1	PF13041	350	396
AT1G26510.1	PF08268	231	357
AT1G26515.1	PF08268	230	358
AT1G26540.1	PF05266	508	694
AT1G26540.1	PF05641	12	74
AT1G26540.1	PF05641	157	219
AT1G26560.1	PF00232	35	507
AT1G26570.1	PF00984	210	304
AT1G26570.1	PF03720	328	452
AT1G26570.1	PF03721	3	186
AT1G26590.1	PF13912	315	338
AT1G26590.3	PF13912	315	338
AT1G26590.4	PF13912	315	338
AT1G26590.1	PF13912	66	86
AT1G26590.3	PF13912	66	86
AT1G26590.4	PF13912	66	86
AT1G26610.1	PF13912	399	421
AT1G26610.1	PF13912	9	32
AT1G26610.1	PF13912	94	116
AT1G26620.1	PF05904	403	855
AT1G26620.1	PF05904	88	214
AT1G26620.1	PF05904	196	384
AT1G47750.1	PF05648	18	245
AT1G47760.1	PF00319	10	57
AT1G47765.1	PF00646	24	61
AT1G47765.1	PF08268	212	331
AT1G47790.1	PF00646	23	61
AT1G47790.1	PF08268	216	339
AT1G47840.1	PF00349	44	244
AT1G47840.1	PF03727	251	488
AT1G41880.1	PF01247	11	105
AT1G41880.2	PF01247	11	105
AT1G67070.1	PF01238	354	398
AT1G67070.2	PF01238	354	398
AT1G67070.1	PF20511	22	172
AT1G67070.2	PF20511	22	172
AT1G67070.1	PF20512	191	276
AT1G67070.2	PF20512	191	276
AT1G67040.1	PF14383	87	118
AT1G66960.1	PF13243	416	754
AT1G66960.3	PF13243	416	754
AT1G66960.4	PF13243	416	754
AT1G66960.1	PF13249	101	403
AT1G66960.3	PF13249	101	403
AT1G66960.4	PF13249	101	403
AT1G66940.1	PF13947	33	96
AT1G66940.1	PF14380	154	223
AT1G66940.1	PF14380	230	256
AT1G27480.1	PF02450	75	314
AT1G27440.1	PF03016	45	340
AT1G27420.1	PF01344	156	197
AT1G27420.1	PF01344	103	154
AT1G27410.1	PF07522	219	331
AT1G27385.1	PF04359	119	202
AT1G27360.1	PF03110	175	248
AT1G27360.2	PF03110	175	248
AT1G27360.3	PF03110	175	248
AT1G27360.4	PF03110	175	248
AT1G27340.1	PF00646	117	156
AT1G27310.1	PF02136	6	119
AT1G27270.1	PF02671	195	235
AT1G27270.1	PF02671	131	174
AT5G34940.2	PF03662	31	346
AT5G35338.2	PF01429	59	122
AT5G35338.2	PF07496	2	50
AT3G03600.1	PF00318	11	112
AT3G03600.1	PF00318	128	195
AT3G54040.1	PF06521	26	180
AT3G02050.1	PF02705	30	603
AT5G54640.1	PF00125	12	90
AT5G54640.1	PF16211	93	126
AT3G17700.1	PF00520	204	519
AT4G01010.1	PF00027	494	584
AT4G01010.2	PF00027	494	584
AT4G01010.1	PF00520	77	402
AT4G01010.2	PF00520	77	402
AT2G38040.1	PF03255	98	240
AT2G38040.2	PF03255	98	240
AT3G15510.1	PF02365	18	144
AT5G47120.1	PF01027	33	231
AT1G12520.1	PF00080	175	276
AT1G12520.2	PF00080	175	276
AT1G12520.3	PF00080	175	276
AT1G12520.1	PF00403	91	147
AT1G12520.2	PF00403	91	147
AT1G12520.3	PF00403	91	147
AT4G11420.1	PF01399	373	509
AT3G12780.1	PF00162	87	465
AT1G12480.1	PF03595	188	494
AT4G11390.1	PF03107	17	58
AT4G11390.1	PF03107	151	200
AT4G11390.1	PF03107	69	116
AT4G11390.1	PF03107	316	362
AT3G57150.1	PF01472	288	360
AT3G57150.1	PF01509	101	217
AT3G57150.1	PF08068	40	97
AT3G57150.1	PF16198	218	284
AT2G36990.1	PF04539	391	466
AT2G36990.1	PF04545	479	532
AT2G36990.1	PF04542	311	380
AT4G08780.1	PF00141	42	290
AT3G15260.1	PF00481	50	281
AT3G15260.2	PF00481	50	281
AT1G23400.1	PF01985	207	286
AT1G23400.1	PF01985	321	404
AT3G13010.1	PF04937	137	284
AT3G13010.1	PF05699	495	565
AT3G08770.1	PF00234	23	109
AT3G21640.1	PF00254	64	156
AT3G21640.1	PF13181	265	297
AT3G12920.1	PF13920	285	325
AT4G11400.1	PF01388	29	110
AT4G11400.2	PF01388	29	110
AT4G11570.1	PF13419	142	311
AT4G11570.2	PF13419	142	311
AT4G34030.1	PF01039	94	577
AT3G06490.1	PF00249	74	117
AT3G06490.1	PF00249	21	68
AT1G14685.1	PF06217	1	279
AT1G14685.2	PF06217	1	279
AT1G14685.3	PF06217	1	279
AT1G14685.4	PF06217	1	279
AT1G23390.1	PF00646	23	51
AT3G20310.1	PF00847	25	75
AT3G25540.1	PF03798	77	282
AT3G25540.3	PF03798	77	282
AT3G15290.1	PF00725	187	283
AT3G15290.1	PF02737	7	184
AT3G06080.1	PF13839	155	443
AT3G06080.2	PF13839	155	443
AT3G06080.1	PF14416	102	154
AT3G06080.2	PF14416	102	154
AT3G15470.1	PF00400	504	540
AT3G15470.1	PF00400	407	440
AT3G15470.1	PF00400	545	582
AT3G15470.1	PF00400	693	717
AT5G55500.1	PF04577	375	482
AT3G56710.1	PF05678	45	70
AT3G56710.2	PF05678	45	70
AT1G12500.1	PF03151	60	349
AT5G35410.1	PF00069	11	264
AT5G35410.1	PF03822	307	364
AT3G02940.1	PF00249	14	61
AT3G02940.3	PF00249	14	61
AT3G02940.1	PF00249	67	111
AT3G02940.3	PF00249	67	111
AT1G69250.1	PF00076	282	348
AT1G69250.1	PF02136	13	128
AT3G15370.1	PF01357	157	235
AT3G15370.1	PF03330	62	146
AT3G03040.1	PF00646	4	37
AT3G15480.1	PF06749	58	154
AT3G13020.1	PF04937	161	313
AT3G13020.1	PF05699	516	598
AT5G11490.1	PF01602	37	551
AT5G11490.1	PF09066	724	835
AT5G48150.1	PF03514	120	490
AT5G48150.2	PF03514	120	490
AT5G48150.3	PF03514	120	490
AT5G48150.4	PF03514	120	490
AT3G12890.1	PF06203	139	181
AT3G12990.1	PF01138	37	168
AT3G12990.3	PF01138	37	168
AT3G12990.1	PF03725	197	264
AT3G12990.3	PF03725	197	264
AT1G20610.1	PF00134	180	305
AT1G20610.1	PF02984	308	422
AT4G11470.1	PF01657	30	127
AT4G11470.1	PF01657	154	241
AT4G11470.1	PF07714	342	610
AT4G14150.1	PF00225	111	426
AT4G11490.1	PF01657	28	125
AT4G11490.1	PF01657	156	242
AT4G11490.1	PF07714	324	592
AT3G15220.1	PF00069	16	267
AT4G08770.1	PF00141	43	290
AT1G12580.1	PF00069	44	302
AT3G17690.1	PF00520	172	489
AT3G15420.1	PF10419	2	93
AT3G52940.1	PF01222	15	369
AT4G21440.1	PF00249	14	61
AT4G21440.1	PF00249	67	111
AT1G26770.1	PF01357	157	234
AT1G26770.1	PF03330	61	146
AT3G13030.1	PF04937	91	240
AT3G13030.2	PF04937	91	240
AT3G13030.3	PF04937	91	240
AT3G13030.4	PF04937	91	240
AT3G13030.1	PF05699	451	526
AT3G13030.2	PF05699	451	526
AT3G13030.3	PF05699	451	526
AT3G13030.4	PF05699	451	526
AT3G60990.1	PF01697	2	101
AT5G48190.1	PF01697	2	101
AT4G11480.1	PF01657	31	123
AT4G11480.1	PF01657	152	234
AT4G11480.1	PF07714	324	600
AT4G11460.1	PF01657	27	126
AT4G11460.1	PF01657	150	247
AT4G11460.1	PF07714	349	619
AT1G23420.1	PF04690	18	181
AT4G11510.1	PF05498	45	74
AT3G15430.1	PF00415	234	284
AT3G15430.2	PF00415	234	284
AT3G15430.3	PF00415	234	284
AT3G15430.4	PF00415	234	284
AT3G15430.5	PF00415	234	284
AT3G15430.6	PF00415	234	284
AT3G15430.1	PF00415	287	338
AT3G15430.2	PF00415	287	338
AT3G15430.3	PF00415	287	338
AT3G15430.4	PF00415	287	338
AT3G15430.5	PF00415	287	338
AT3G15430.6	PF00415	287	338
AT3G15430.1	PF00415	181	231
AT3G15430.2	PF00415	181	231
AT3G15430.3	PF00415	181	231
AT3G15430.4	PF00415	181	231
AT3G15430.5	PF00415	181	231
AT3G15430.6	PF00415	181	231
AT3G15430.1	PF00415	341	382
AT3G15430.2	PF00415	341	382
AT3G15430.3	PF00415	341	382
AT3G15430.4	PF00415	341	382
AT3G15430.5	PF00415	341	382
AT3G15430.6	PF00415	341	382
AT3G15430.1	PF13540	432	460
AT3G15430.2	PF13540	432	460
AT3G15430.3	PF13540	432	460
AT3G15430.4	PF13540	432	460
AT3G15430.5	PF13540	432	460
AT3G15430.6	PF13540	432	460
AT1G17380.1	PF06200	93	125
AT1G17380.1	PF09425	182	206
AT1G50430.1	PF01222	62	432
AT1G72330.1	PF00155	165	513
AT1G72330.2	PF00155	165	513
AT4G11550.1	PF03107	242	283
AT4G11550.1	PF03107	376	425
AT4G11550.1	PF03107	181	228
AT4G11550.1	PF03107	541	587
AT4G11550.1	PF03107	65	108
AT4G11550.1	PF03107	121	165
AT4G11550.1	PF03107	294	341
AT4G08840.1	PF00806	281	311
AT4G08840.1	PF00806	394	427
AT4G08840.1	PF00806	463	495
AT4G08840.1	PF00806	246	279
AT4G08840.1	PF00806	322	349
